Nov 3 2014,42.48,10307092320.0
Oct 1 2014,41.52,10074163680.0
Sep 2 2014,37.59,9120612060.0
Aug 1 2014,38.83,9421478220.0
Jul 1 2014,37.33,9057527220.0
Jun 2 2014,39.69,9630143460.0
May 1 2014,37.82,9176417880.0
Apr 1 2014,39.70,9632569800.0
Mar 3 2014,39.59,9605880060.0
Feb 3 2014,38.44,9326850960.0
Jan 2 2014,36.00,8734824000.0
Dec 2 2013,34.40,8346609600.0
Nov 1 2013,33.73,8184044819.999999
Oct 1 2013,34.04,8259261360.0
Sep 3 2013,32.78,7953542520.0
Aug 1 2013,31.43,7625986620.0
Jul 1 2013,33.29,8077285860.0
Jun 3 2013,32.01,7766714339.999999
May 1 2013,31.28,7589591520.0
Apr 1 2013,33.31,8082138540.000001
Mar 1 2013,32.18,7807962120.0
Feb 1 2013,30.68,7444011120.0
Jan 2 2013,29.46,7147997640.0
