Nov 3 2014,110.87,36292407540.0
Oct 1 2014,108.67,35572255140.0
Sep 2 2014,104.27,34131950340.0
Aug 1 2014,105.07,34393823940.0
Jul 1 2014,98.91,32377397220.0
Jun 2 2014,101.83,33333235860.0
May 1 2014,101.84,33336509280.0
Apr 1 2014,100.47,32888050740.0
Mar 3 2014,97.27,31840556340.0
Feb 3 2014,95.49,31257887580.0
Jan 2 2014,91.53,29961613260.0
Dec 2 2013,100.37,32855316540.0
Nov 1 2013,99.64,32616356880.0
Oct 1 2013,92.53,30288955260.0
Sep 3 2013,90.71,29693192819.999996
Aug 1 2013,84.59,27689859780.0
Jul 1 2013,88.12,28845377040.0
Jun 3 2013,85.82,28092490439.999996
May 1 2013,86.02,28157958840.0
Apr 1 2013,85.50,27987741000.0
Mar 1 2013,85.34,27935366280.0
Feb 1 2013,81.45,26662005900.0
Jan 2 2013,81.39,26642365380.0
