Nov 3 2014,54.11,74262457850.0
Oct 1 2014,53.33,73191958550.0
Sep 2 2014,53.78,73809554300.0
Aug 1 2014,55.68,76417180800.0
Jul 1 2014,51.63,70858819050.0
Jun 2 2014,54.21,74399701350.0
May 1 2014,53.58,73535067300.0
Apr 1 2014,52.65,72258702750.0
Mar 3 2014,49.56,68017878600.0
Feb 3 2014,49.20,67523802000.00001
Jan 2 2014,47.41,65067143349.99999
Dec 2 2013,50.47,69266794450.0
Nov 1 2013,49.08,67359109800.0
Oct 1 2013,50.96,69939287600.0
Sep 3 2013,47.98,65849431299.99999
Aug 1 2013,45.74,62775176900.0
Jul 1 2013,44.81,61498812350.0
Jun 3 2013,44.01,60400864350.0
May 1 2013,43.77,60071479950.00001
Apr 1 2013,40.78,55967899300.0
Mar 1 2013,38.22,52454465700.0
Feb 1 2013,37.42,51356517700.0
Jan 2 2013,37.25,51123203750.0
