Nov 3 2014,49.75,15503443250.0
Oct 1 2014,48.96,15257257920.0
Sep 2 2014,48.83,15216746410.0
Aug 1 2014,50.07,15603163890.0
Jul 1 2014,48.61,15148188470.0
Jun 2 2014,52.96,16503765920.0
May 1 2014,51.30,15986465100.0
Apr 1 2014,49.88,15543954760.0
Mar 3 2014,51.68,16104883360.0
Feb 3 2014,49.43,15403722610.0
Jan 2 2014,46.60,14521818200.0
Dec 2 2013,49.17,15322699590.0
Nov 1 2013,46.24,14409632480.0
Oct 1 2013,47.27,14730608290.000002
Sep 3 2013,45.12,14060610240.0
Aug 1 2013,44.38,13830006260.0
Jul 1 2013,47.00,14646469000.0
Jun 3 2013,42.89,13365682030.0
May 1 2013,43.72,13624332440.0
Apr 1 2013,41.56,12951218120.0
Mar 1 2013,43.92,13686657840.0
Feb 1 2013,42.72,13312705440.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
Jan 2 2013,40.92,12751776840.0
