Nov 3 2014,13.52,9499611680.0
Oct 1 2014,13.96,9808770640.0
Sep 2 2014,14.01,9843902340.0
Aug 1 2014,15.00,10539510000.0
Jul 1 2014,14.44,10146034960.0
Jun 2 2014,15.32,10764352880.0
May 1 2014,13.89,9759586260.0
Apr 1 2014,14.23,9998481820.0
Mar 3 2014,14.02,9850928680.0
Feb 3 2014,13.40,9415295600.0
Jan 2 2014,13.80,9696349200.0
Dec 2 2013,14.19,9970376460.0
Nov 1 2013,14.25,10012534500.0
Oct 1 2013,13.78,9682296520.0
Sep 3 2013,12.96,9106136640.0
Aug 1 2013,12.40,8712661600.0
Jul 1 2013,12.13,8522950420.000001
Jun 3 2013,11.66,8192712440.0
May 1 2013,11.86,8333239240.0
Apr 1 2013,13.47,9464479980.0
Mar 1 2013,12.18,8558082120.0
Feb 1 2013,11.26,7911658840.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
Jan 2 2013,10.51,7384683340.0
